feedback_id,source_channel,timestamp,feedback_text,source_metric,is_relevant,sentiment_score,theme,strategic_goal
sales-INT-031,Internal Sales Notes,2025-06-09 18:27:00,Execution quality concerns vs. benchmark; asks for post-trade transparency.,250000,True,-0.8,Performance/Outages,Trust&Safety
sales-INT-032,Internal Sales Notes,2025-03-15 11:22:00,Missing feature: OCO with trailing stop in one ticket.,120000,True,-0.8,"Payments, Deposits & Withdrawals",CX Efficiency
sales-INT-033,Internal Sales Notes,2025-07-29 05:35:00,Blocked by compliance review on KYC refresh cadence; timeline unclear.,20000,True,-0.8,Trading/Execution & Fees,Growth
sales-INT-034,Internal Sales Notes,2025-07-08 00:50:00,Legal asks for data residency statement and audit artifacts.,20000,True,0.0,Onboarding/KYC & Account Holds,Compliance
sales-INT-035,Internal Sales Notes,2025-04-10 13:06:00,Pilot proposed with 10 active traders; success criteria drafted.,250000,True,0.0,Trading/Execution & Fees,Growth
sales-INT-036,Internal Sales Notes,2025-04-07 06:51:00,Pilot proposed with 10 active traders; success criteria drafted.,20000,True,0.0,"Security, Fraud & Phishing",Trust&Safety
sales-INT-037,Internal Sales Notes,2025-03-19 07:09:00,Comparative eval vs. two vendors; collecting references.,5000,True,0.0,"Security, Fraud & Phishing",Trust&Safety
sales-INT-038,Internal Sales Notes,2025-03-09 23:29:00,Legal asks for data residency statement and audit artifacts.,250000,True,0.0,Wallet & On-chain UX,Onchain Adoption
sales-INT-039,Internal Sales Notes,2025-06-11 00:07:00,Comparative eval vs. two vendors; collecting references.,5000,True,0.0,Product Availability by Region,Growth
sales-INT-040,Internal Sales Notes,2025-08-12 07:27:00,Comparative eval vs. two vendors; collecting references.,250000,True,0.0,Trading/Execution & Fees,Growth
sales-INT-041,Internal Sales Notes,2025-03-12 03:20:00,Stakeholders aligned on scope; waiting for security questionnaire.,20000,True,0.0,Trading/Execution & Fees,Growth
sales-INT-042,Internal Sales Notes,2025-03-17 18:46:00,Stakeholders aligned on scope; waiting for security questionnaire.,50000,True,0.0,Performance/Outages,Trust&Safety
sales-INT-043,Internal Sales Notes,2025-07-29 01:50:00,Stakeholders aligned on scope; waiting for security questionnaire.,5000,True,0.0,Support Experience,CX Efficiency
sales-INT-044,Internal Sales Notes,2025-07-14 02:00:00,Finance requested fee simulation across volume tiers.,0,True,0.0,"Payments, Deposits & Withdrawals",CX Efficiency
sales-INT-045,Internal Sales Notes,2025-07-30 21:41:00,Legal asks for data residency statement and audit artifacts.,250000,True,0.0,Product Availability by Region,Growth
sales-INT-046,Internal Sales Notes,2025-04-21 05:23:00,Stakeholders aligned on scope; waiting for security questionnaire.,20000,True,0.0,Product Availability by Region,Growth
sales-INT-047,Internal Sales Notes,2025-08-05 23:07:00,Finance requested fee simulation across volume tiers.,120000,True,0.0,Wallet & On-chain UX,Onchain Adoption
sales-INT-048,Internal Sales Notes,2025-03-05 18:23:00,Stakeholders aligned on scope; waiting for security questionnaire.,250000,True,0.0,Tax Docs & Reporting,Compliance
sales-INT-049,Internal Sales Notes,2025-06-12 11:37:00,Stakeholders aligned on scope; waiting for security questionnaire.,5000,True,0.0,Product Availability by Region,Growth
sales-INT-050,Internal Sales Notes,2025-04-15 13:31:00,Stakeholders aligned on scope; waiting for security questionnaire.,5000,True,0.0,Product Availability by Region,Growth
